Index,Operation,Property Type,Place with Parent Names,Latitude,Longitude,Price,Currency,Price Approx (Local Currency),Price Approx (USD),Surface Total (m2),Surface Covered (m2),Price USD per m2,Price per m2,Floor,Rooms,Expenses,Property URL
528,Rent,Apartment,Kilimani,-1.397458888,36.72780958,21348696,KES,21348696,165764.0997,164,118,1010.756706,130174.9756,1,1,3663,https://example.com/property/528
529,Rent,Villa,Donholm,-1.278292033,36.83905692,14799564,KES,14799564,111899.6165,86,57,1301.158332,172087.9535,2,1,3745,https://example.com/property/529
530,Rent,Townhouse,Ruiru,-1.433020984,36.77151072,23392806,USD,23392806,231959.9805,280,90,828.428502,83545.73571,3,4,6004,https://example.com/property/530
531,Sale,House,Donholm,-1.307442012,36.67344299,18860841,KES,18860841,127422.3259,260,44,490.0858689,72541.69615,1,5,7321,https://example.com/property/531
532,Rent,House,Lavington,-1.328805113,36.7178224,22138117,USD,22138117,216553.3202,295,123,734.0790517,75044.46441,1,3,6125,https://example.com/property/532
533,Sale,Studio,Lavington,-1.329572246,36.89724041,17843466,USD,17843466,166523.1001,214,80,778.1453274,83380.68224,4,4,5948,https://example.com/property/533
534,Sale,Studio,Westlands,-1.301097796,36.63906458,22729269,USD,22729269,225711.0741,174,56,1297.190081,130627.9828,2,1,5402,https://example.com/property/534
535,Sale,House,Runda,-1.335485389,36.57112762,6291987,USD,6291987,49024.80728,130,115,377.1139021,48399.9,2,3,4427,https://example.com/property/535
536,Rent,Studio,Kasarani,-1.236223466,36.6565816,16001919,USD,16001919,109143.6737,241,103,452.8783141,66398.00415,3,2,6912,https://example.com/property/536
537,Rent,Villa,Upper Hill,-1.297325972,36.92476711,16984068,KES,16984068,127414.8882,267,90,477.2093189,63610.74157,2,2,1394,https://example.com/property/537
538,Sale,House,Donholm,-1.335911025,36.54449486,18189458,USD,18189458,128881.7946,263,215,490.0448463,69161.43726,1,4,4597,https://example.com/property/538
539,Sale,Studio,Lavington,-1.251071064,36.99584804,17255470,USD,17255470,171416.392,111,60,1544.29182,155454.6847,2,3,1329,https://example.com/property/539
540,Rent,House,Nairobi Central,-1.318156031,36.77050145,12179279,KES,12179279,95823.80568,121,120,791.9322784,100655.1983,2,5,1772,https://example.com/property/540
541,Sale,Townhouse,Gikambura,-1.412656726,36.99242287,15896471,KES,15896471,129262.5653,238,41,543.1200223,66791.89496,5,3,9135,https://example.com/property/541
542,Rent,Apartment,Embakasi,-1.437871525,36.96949821,24040488,USD,24040488,192403.3324,174,75,1105.766278,138163.7241,1,4,2645,https://example.com/property/542
543,Sale,House,Gikambura,-1.454301664,36.72640686,16076803,USD,16076803,155165.5314,210,188,738.8834827,76556.20476,2,5,2787,https://example.com/property/543
544,Rent,Apartment,Embakasi,-1.230163436,36.59924554,8492952,KES,8492952,63275.51874,115,61,550.2219021,73851.75652,2,5,1999,https://example.com/property/544
545,Sale,Studio,Lavington,-1.28695937,36.58244239,17681579,USD,17681579,141270.652,79,61,1788.236101,223817.4557,4,2,2848,https://example.com/property/545
546,Rent,Apartment,Gikambura,-1.218786469,36.61999468,13197174,KES,13197174,95453.6245,288,266,331.4361962,45823.52083,2,3,2561,https://example.com/property/546
547,Sale,House,Kileleshwa,-1.319012458,36.85506632,13893581,KES,13893581,111806.489,69,64,1620.383899,201356.2464,2,5,1773,https://example.com/property/547
548,Rent,Townhouse,Mombasa Road,-1.357979736,36.636475,16425584,USD,16425584,152840.0887,237,210,644.8948892,69306.2616,5,4,8311,https://example.com/property/548
549,Rent,Studio,Kilimani,-1.482085053,36.67071263,9297042,KES,9297042,70212.53724,131,90,535.9735667,70969.78626,1,2,6179,https://example.com/property/549
550,Sale,House,Mombasa Road,-1.298507316,36.7243894,16601637,USD,16601637,152842.3976,156,75,979.7589587,106420.75,3,5,2803,https://example.com/property/550
551,Sale,Studio,Ngara,-1.325337372,36.95661634,7052579,USD,7052579,49105.92082,298,109,164.7849692,23666.37248,1,3,3050,https://example.com/property/551
552,Rent,Villa,Kileleshwa,-1.202937332,36.59469671,10200262,USD,10200262,78069.71498,251,164,311.034721,40638.49402,4,2,1747,https://example.com/property/552
553,Sale,Apartment,Westlands,-1.428252367,36.50251328,12158173,KES,12158173,112721.5938,201,33,560.8039495,60488.42289,1,3,9125,https://example.com/property/553
554,Rent,Villa,Utawala,-1.340778793,36.53004821,17186962,USD,17186962,116036.4662,297,276,390.6951725,57868.55892,2,3,6860,https://example.com/property/554
555,Sale,House,Embakasi,-1.304712799,36.95238317,23661391,KES,23661391,187910.7012,181,141,1038.180669,130725.9171,4,3,4973,https://example.com/property/555
556,Rent,Townhouse,Parklands,-1.306622648,36.82375823,10725166,USD,10725166,103479.8978,86,49,1203.254626,124711.2326,1,2,2615,https://example.com/property/556
557,Rent,Studio,Kilimani,-1.331611937,36.63652031,10689205,USD,10689205,81384.73507,181,65,449.6394203,59056.38122,4,5,4754,https://example.com/property/557
558,Rent,Apartment,South B,-1.266921597,36.58859625,21386641,KES,21386641,189833.5822,126,83,1506.615732,169735.246,3,1,6506,https://example.com/property/558
559,Rent,Studio,Runda,-1.438505637,36.64713337,22080923,USD,22080923,157513.1046,138,83,1141.399309,160006.6884,1,5,5221,https://example.com/property/559
560,Rent,House,Upper Hill,-1.28231184,36.55739846,20776115,USD,20776115,147462.2205,254,148,580.5599233,81795.72835,2,2,6291,https://example.com/property/560
561,Rent,Studio,Upper Hill,-1.314079629,36.97076646,8462610,KES,8462610,56816.10978,195,156,291.3646655,43398,4,1,6854,https://example.com/property/561
562,Sale,Apartment,Gikambura,-1.231177466,36.89210309,5098729,KES,5098729,40759.35165,137,46,297.5135157,37217,5,1,1216,https://example.com/property/562
563,Sale,House,Mombasa Road,-1.245841668,36.73119559,21598060,KES,21598060,175954.6995,243,104,724.0934135,88880.90535,4,1,2359,https://example.com/property/563
564,Sale,Studio,South B,-1.405455888,36.9324813,20728518,USD,20728518,150562.5687,225,187,669.166972,92126.74667,5,4,4774,https://example.com/property/564
565,Rent,Townhouse,Mombasa Road,-1.417128803,36.6247291,19465417,KES,19465417,182562.1088,82,64,2226.367181,237383.1341,2,2,6417,https://example.com/property/565
566,Rent,House,South B,-1.205504003,36.85856028,4120803,KES,4120803,32359.16525,107,51,302.4221052,38512.17757,3,4,5927,https://example.com/property/566
567,Rent,House,South B,-1.341820446,36.92806625,15124055,USD,15124055,118794.8493,260,146,456.9032666,58169.44231,5,1,5429,https://example.com/property/567
568,Rent,Townhouse,Nairobi Central,-1.228073711,36.67838436,19139153,KES,19139153,183195.9721,250,72,732.7838886,76556.612,3,4,5606,https://example.com/property/568
569,Sale,Villa,Westlands,-1.450835693,36.87873222,10587973,USD,10587973,87576.86259,77,77,1137.361852,137506.1429,4,4,5478,https://example.com/property/569
570,Sale,Apartment,Utawala,-1.307154326,36.64753617,15253468,USD,15253468,106918.6504,84,80,1272.841077,181588.9048,2,2,2896,https://example.com/property/570
571,Rent,Villa,Nairobi Central,-1.257041944,36.64942857,3150653,KES,3150653,22062.20965,298,66,74.03426057,10572.66107,5,3,8366,https://example.com/property/571
572,Sale,Studio,Upper Hill,-1.215781425,36.55352859,17997400,USD,17997400,171466.0546,280,75,612.3787663,64276.42857,4,4,5427,https://example.com/property/572
573,Sale,Townhouse,Embakasi,-1.398797958,36.72002902,5488144,KES,5488144,52500.0161,174,142,301.7242304,31541.05747,1,4,6361,https://example.com/property/573
574,Rent,Villa,Parklands,-1.282505649,36.86485595,24904535,KES,24904535,220131.5666,187,64,1177.174153,133179.3316,4,1,1641,https://example.com/property/574
575,Sale,House,Ngara,-1.338356097,36.9701104,23261194,KES,23261194,161830.1698,114,33,1419.562893,204045.5614,3,1,6346,https://example.com/property/575
576,Rent,Studio,Westlands,-1.481811322,36.8018985,14845145,KES,14845145,139462.8867,91,45,1532.559194,163133.4615,2,1,5729,https://example.com/property/576
577,Sale,Studio,Parklands,-1.293000079,36.93156777,8942654,USD,8942654,65754.88612,134,109,490.7081054,66736.22388,2,5,4627,https://example.com/property/577
578,Rent,Villa,Parklands,-1.292971033,36.91124732,14877490,USD,14877490,141611.7783,186,183,761.353647,79986.50538,4,4,7594,https://example.com/property/578
579,Rent,Villa,Mombasa Road,-1.220817959,36.58667153,8839741,KES,8839741,67398.21918,237,150,284.3806716,37298.48523,1,1,9387,https://example.com/property/579
580,Rent,Townhouse,Kasarani,-1.350806266,36.74290871,8088539,KES,8088539,68661.35787,160,151,429.1334867,50553.36875,3,2,4275,https://example.com/property/580
581,Rent,Apartment,Mombasa Road,-1.430924724,36.55846177,11774821,USD,11774821,84440.18823,64,46,1319.377941,183981.5781,4,5,5050,https://example.com/property/581
582,Sale,Villa,Gikambura,-1.486630853,36.84107658,22273805,KES,22273805,199435.0203,276,202,722.5906533,80702.19203,4,3,5553,https://example.com/property/582
583,Rent,Villa,Lavington,-1.375307344,36.97494983,3416690,USD,3416690,25891.84322,234,183,110.6489027,14601.23932,2,4,5925,https://example.com/property/583
584,Rent,House,Juja,-1.40942499,36.56854473,5996244,KES,5996244,53641.28321,118,51,454.5871458,50815.62712,3,4,3304,https://example.com/property/584
585,Rent,Studio,Nairobi Central,-1.271673508,36.86694157,15735029,USD,15735029,115969.0408,154,148,753.0457193,102175.513,1,2,4343,https://example.com/property/585
586,Sale,Apartment,Lavington,-1.393719671,36.81611908,8359462,USD,8359462,58179.5309,299,87,194.5803709,27958.06689,2,3,3056,https://example.com/property/586
587,Rent,House,Parklands,-1.215278641,36.79180252,10838941,USD,10838941,101927.1378,199,92,512.1966722,54467.0402,4,3,3808,https://example.com/property/587
588,Sale,Townhouse,Gikambura,-1.211306939,36.69506012,20455282,KES,20455282,142714.8034,113,57,1262.962862,181020.1947,2,5,8092,https://example.com/property/588
589,Rent,Townhouse,Parklands,-1.313727423,36.67756582,4877779,KES,4877779,37614.32402,90,30,417.9369336,54197.54444,2,4,8226,https://example.com/property/589
590,Sale,Villa,Ngara,-1.221401914,36.52262459,4625199,KES,4625199,43488.09354,264,201,164.7276271,17519.69318,5,1,1886,https://example.com/property/590
591,Sale,Villa,Nairobi Central,-1.271743697,36.60895435,4801951,KES,4801951,39562.25092,120,72,329.6854243,40016.25833,2,2,9584,https://example.com/property/591
592,Rent,Townhouse,Gikambura,-1.335942108,36.50758844,11441557,KES,11441557,105898.165,105,66,1008.553953,108967.2095,2,2,8720,https://example.com/property/592
593,Sale,Villa,Kilimani,-1.445907619,36.79070855,12397868,USD,12397868,91824.22792,200,95,459.1211396,61989.34,3,2,3446,https://example.com/property/593
594,Rent,Apartment,Mombasa Road,-1.362420617,36.55292662,11228736,USD,11228736,81401.03443,285,174,285.6176647,39399.07368,2,2,4905,https://example.com/property/594
595,Rent,Villa,Lavington,-1.331737661,36.9365097,20566364,USD,20566364,195330.9715,74,69,2639.607722,277923.8378,1,1,7474,https://example.com/property/595
596,Rent,Studio,Parklands,-1.240811526,36.76157151,19495815,USD,19495815,155584.4138,268,195,580.5388576,72745.57836,4,1,4591,https://example.com/property/596
597,Sale,Villa,Ruiru,-1.355599987,36.84984495,12941699,USD,12941699,91960.37655,154,114,597.1453023,84037.00649,3,5,3181,https://example.com/property/597
598,Sale,House,Kileleshwa,-1.230697598,36.70542855,23598517,USD,23598517,160743.9142,183,166,878.3820448,128953.6448,2,4,6011,https://example.com/property/598
599,Rent,Apartment,Ngara,-1.297695306,36.7802899,13557676,USD,13557676,107878.0953,168,152,642.1315197,80700.45238,1,1,6030,https://example.com/property/599
600,Rent,House,Kasarani,-1.458900281,36.97132959,4308166,KES,4308166,29205.14076,211,31,138.4129894,20417.84834,4,5,1354,https://example.com/property/600
601,Sale,House,Donholm,-1.201505589,36.54136702,12511878,USD,12511878,98686.22016,240,135,411.192584,52132.825,3,3,3631,https://example.com/property/601
602,Rent,Studio,Ngara,-1.341830202,36.62696889,5511019,KES,5511019,46036.59577,58,41,793.7344099,95017.56897,1,4,2521,https://example.com/property/602
603,Rent,Apartment,Lavington,-1.382442511,36.88999416,21107944,USD,21107944,148219.3723,109,101,1359.810755,193650.8624,2,1,3672,https://example.com/property/603
604,Rent,Apartment,Lavington,-1.302265871,36.5493686,4029242,USD,4029242,32324.66862,174,155,185.7739576,23156.56322,5,3,3337,https://example.com/property/604
605,Sale,Apartment,Parklands,-1.467332006,36.53783055,5167626,KES,5167626,41810.92076,98,71,426.6420486,52730.87755,5,5,7968,https://example.com/property/605
606,Sale,Apartment,Upper Hill,-1.309038406,36.6807707,23485417,USD,23485417,188614.2169,274,234,688.3730543,85713.20073,3,1,1628,https://example.com/property/606
607,Sale,Apartment,Runda,-1.3505292,36.54608398,11738676,KES,11738676,82469.70524,100,86,824.6970524,117386.76,1,1,8162,https://example.com/property/607
608,Rent,Studio,Kasarani,-1.377997779,36.79253922,16893536,USD,16893536,119307.0955,237,110,503.4054663,71280.74262,4,3,3679,https://example.com/property/608
609,Rent,Villa,Utawala,-1.214093994,36.61313763,10283377,KES,10283377,85569.30695,119,117,719.0698063,86414.93277,1,1,6266,https://example.com/property/609
610,Rent,House,Mombasa Road,-1.343238085,36.94784898,17412350,USD,17412350,149250.8554,86,32,1735.475063,202469.186,5,2,5422,https://example.com/property/610
611,Sale,Apartment,Parklands,-1.434264756,36.89175004,10017955,KES,10017955,80403.24523,80,59,1005.040565,125224.4375,3,1,8463,https://example.com/property/611
612,Rent,Villa,Parklands,-1.362310956,36.8498526,17178280,KES,17178280,133539.0512,275,273,485.59655,62466.47273,2,4,2126,https://example.com/property/612
613,Rent,Villa,South B,-1.224183779,36.80847201,16686458,USD,16686458,149096.9093,218,170,683.9307765,76543.38532,1,3,2780,https://example.com/property/613
614,Rent,House,Westlands,-1.447171359,36.93173287,14813246,USD,14813246,106037.8249,111,48,955.2957197,133452.6667,5,4,7571,https://example.com/property/614
615,Rent,Studio,Kasarani,-1.435812888,36.61153103,5738384,KES,5738384,46156.63602,142,36,325.0467326,40411.15493,4,5,9584,https://example.com/property/615
616,Sale,Townhouse,Embakasi,-1.49609113,36.93655442,20182127,USD,20182127,172936.8736,235,166,735.9015898,85881.39149,3,4,1825,https://example.com/property/616
617,Sale,Townhouse,Kilimani,-1.495742985,36.89474615,5508164,KES,5508164,52288.86572,63,48,829.9819956,87431.1746,2,2,8276,https://example.com/property/617
618,Rent,Villa,Mombasa Road,-1.251182512,36.87408041,23096559,USD,23096559,206325.6487,213,83,968.6650172,108434.5493,1,2,3395,https://example.com/property/618
619,Sale,House,Kileleshwa,-1.280363218,36.78062784,9174943,KES,9174943,62218.16413,213,133,292.1040569,43074.84977,4,4,5145,https://example.com/property/619
620,Sale,Townhouse,Kileleshwa,-1.393487683,36.62312208,15032002,USD,15032002,130423.8779,294,90,443.6186322,51129.2585,2,5,8059,https://example.com/property/620
621,Rent,Villa,Ruiru,-1.290506653,36.71177396,20946286,KES,20946286,193154.8635,128,116,1509.022371,163642.8594,5,1,6492,https://example.com/property/621
622,Rent,Studio,South B,-1.381438222,36.89678533,19487869,USD,19487869,158394.6396,57,31,2778.853326,341892.4386,5,2,8111,https://example.com/property/622
623,Sale,Townhouse,South B,-1.214130961,36.51588924,19261730,KES,19261730,166978.7381,203,60,822.5553599,94885.36946,4,4,7792,https://example.com/property/623
624,Rent,Villa,Embakasi,-1.209884196,36.89102538,15525683,KES,15525683,152574.6253,85,62,1794.995592,182655.0941,5,4,4551,https://example.com/property/624
625,Sale,Villa,Upper Hill,-1.382161867,36.62003537,3171277,USD,3171277,27301.58215,97,40,281.4596098,32693.57732,3,4,8711,https://example.com/property/625
626,Rent,Apartment,Kileleshwa,-1.243733428,36.5721546,13782063,USD,13782063,108344.9258,134,62,808.5442221,102851.2164,4,1,4628,https://example.com/property/626
627,Sale,Studio,Juja,-1.268073287,36.55785066,10351548,KES,10351548,81134.1287,77,36,1053.689983,134435.6883,5,3,2565,https://example.com/property/627
628,Rent,Apartment,Parklands,-1.407000019,36.51362501,4361212,KES,4361212,37013.39237,245,157,151.0750709,17800.86531,1,5,4667,https://example.com/property/628
629,Sale,House,Westlands,-1.430388051,36.76179324,18495582,KES,18495582,151150.7471,239,60,632.4299042,77387.37238,5,3,7459,https://example.com/property/629
630,Sale,Apartment,Gikambura,-1.362529605,36.60912994,8880926,KES,8880926,59894.60354,257,205,233.0529321,34556.1323,3,5,5096,https://example.com/property/630
631,Sale,Apartment,Utawala,-1.265595348,36.99471588,21380560,USD,21380560,179868.9608,263,155,683.9123984,81294.90494,2,5,2019,https://example.com/property/631
632,Rent,Townhouse,Westlands,-1.211949665,36.78721838,16810326,KES,16810326,148880.7581,253,76,588.4614946,66443.97628,2,4,8928,https://example.com/property/632
633,Sale,Villa,Ngara,-1.270926279,36.56894263,14310929,KES,14310929,127578.6871,257,235,496.4151248,55684.54864,5,2,9254,https://example.com/property/633
634,Sale,Studio,Upper Hill,-1.243437904,36.84438127,9562865,KES,9562865,77817.58229,100,82,778.1758229,95628.65,2,4,6965,https://example.com/property/634
635,Rent,Apartment,Kasarani,-1.319080708,36.94887178,9929909,USD,9929909,71968.37468,153,136,470.3815339,64901.36601,5,1,3269,https://example.com/property/635
636,Rent,Studio,Mombasa Road,-1.249377651,36.87258975,18323853,KES,18323853,166128.2969,279,237,595.4419243,65676.89247,3,5,9835,https://example.com/property/636
637,Sale,Apartment,Parklands,-1.264673743,36.53821993,4381710,USD,4381710,32345.74439,219,48,147.697463,20007.80822,2,2,5721,https://example.com/property/637
638,Sale,House,Embakasi,-1.386904337,36.94794209,5591822,USD,5591822,55333.07759,150,110,368.8871839,37278.81333,1,5,9408,https://example.com/property/638
639,Rent,Apartment,South B,-1.334402909,36.89696469,5057797,USD,5057797,41818.41371,78,55,536.133509,64843.55128,5,5,1195,https://example.com/property/639
640,Rent,Townhouse,Parklands,-1.258574063,36.57915195,16406769,USD,16406769,118210.1335,176,163,671.6484859,93220.27841,2,4,4273,https://example.com/property/640
641,Rent,Villa,Ruiru,-1.48618298,36.52589294,24192455,USD,24192455,206885.1421,131,78,1579.275894,184675.229,3,2,6110,https://example.com/property/641
642,Rent,House,Embakasi,-1.257576215,36.77865529,22878589,USD,22878589,178478.4328,59,38,3025.058183,387772.6949,3,2,8401,https://example.com/property/642
643,Rent,Apartment,Juja,-1.446633563,36.57801791,22577390,USD,22577390,204785.5115,155,79,1321.196848,145660.5806,1,5,4212,https://example.com/property/643
644,Sale,Studio,Ruiru,-1.345594915,36.91729548,20650636,KES,20650636,150624.8775,216,110,697.337396,95604.7963,3,2,3755,https://example.com/property/644
645,Rent,House,Mombasa Road,-1.257517368,36.67916733,9002024,KES,9002024,87727.09312,259,124,338.7146452,34756.84942,3,2,2521,https://example.com/property/645
646,Sale,House,Kilimani,-1.423853677,36.95644622,11881111,USD,11881111,83301.89925,50,41,1666.037985,237622.22,2,4,6674,https://example.com/property/646
647,Sale,Apartment,Donholm,-1.426257768,36.78284409,7412903,KES,7412903,67445.32059,88,52,766.4240976,84237.53409,5,3,2080,https://example.com/property/647
648,Sale,House,Mombasa Road,-1.37917068,36.59133619,13723679,KES,13723679,95489.06483,70,34,1364.129498,196052.5571,4,1,6623,https://example.com/property/648
649,Rent,Studio,Juja,-1.231607161,36.56979943,22343036,USD,22343036,189949.0608,114,88,1666.219832,195991.5439,3,3,1721,https://example.com/property/649
650,Sale,House,South B,-1.499867166,36.78823622,17116095,KES,17116095,125729.5938,64,32,1964.524904,267438.9844,3,2,2562,https://example.com/property/650
651,Sale,Studio,Kasarani,-1.229585071,36.88094181,15467421,USD,15467421,133384.3764,181,87,736.9302562,85455.36464,4,5,1639,https://example.com/property/651
652,Rent,Apartment,Embakasi,-1.453857893,36.89075282,14885324,KES,14885324,102448.5647,237,212,432.2724251,62807.27426,3,1,5260,https://example.com/property/652
653,Sale,Villa,Gikambura,-1.202974087,36.6378787,9332961,USD,9332961,87772.01233,110,86,797.9273848,84845.1,2,1,6190,https://example.com/property/653
654,Sale,House,Parklands,-1.213545902,36.60212338,11369597,USD,11369597,104379.1023,197,174,529.843159,57713.69036,2,5,4736,https://example.com/property/654
655,Rent,Villa,Ruiru,-1.351597443,36.50837815,20721677,KES,20721677,166236.8761,187,119,888.9672518,110811.107,4,1,8746,https://example.com/property/655
656,Sale,Studio,Parklands,-1.346183926,36.83959958,4467256,KES,4467256,42914.3909,136,97,315.5469919,32847.47059,3,5,1089,https://example.com/property/656
657,Sale,House,Ruiru,-1.355535198,36.53828413,24126241,USD,24126241,219730.9536,154,84,1426.824374,156663.9026,3,1,2251,https://example.com/property/657
658,Sale,Townhouse,Donholm,-1.309366906,36.7103806,17591057,USD,17591057,119513.9472,83,74,1439.927075,211940.4458,5,3,5703,https://example.com/property/658
659,Rent,Villa,Juja,-1.472783489,36.80084108,16593077,USD,16593077,111494.2694,173,30,644.4755454,95913.73988,3,1,1348,https://example.com/property/659
660,Rent,House,Ngara,-1.490214615,36.96855447,10112646,KES,10112646,85113.99303,159,50,535.3081323,63601.54717,2,4,5052,https://example.com/property/660
661,Rent,Villa,Ngara,-1.482689121,36.65590107,24108188,KES,24108188,164938.9613,225,50,733.0620504,107147.5022,1,5,3941,https://example.com/property/661
662,Sale,House,Gikambura,-1.366690395,36.62488608,11667126,KES,11667126,91692.96503,82,81,1118.206891,142282.0244,1,1,9437,https://example.com/property/662
663,Sale,Apartment,Embakasi,-1.417335618,36.82708008,23188863,KES,23188863,204330.3445,147,111,1390.002344,157747.3673,1,5,1271,https://example.com/property/663
664,Rent,Villa,Westlands,-1.313388131,36.80961952,10725976,USD,10725976,79381.15065,280,200,283.5041095,38307.05714,1,4,3030,https://example.com/property/664
665,Sale,Townhouse,Kasarani,-1.202267313,36.66605489,5705421,USD,5705421,42915.62017,110,81,390.1420015,51867.46364,3,1,8836,https://example.com/property/665
666,Sale,Townhouse,Embakasi,-1.384103048,36.96405092,16106384,USD,16106384,107766.5356,59,32,1826.55145,272989.5593,3,1,8041,https://example.com/property/666
667,Rent,Studio,Kasarani,-1.327847624,36.92243116,11535640,USD,11535640,101857.8293,231,142,440.9429841,49937.8355,5,4,6175,https://example.com/property/667
668,Rent,House,Juja,-1.375318831,36.61199127,9942263,KES,9942263,74416.47905,133,73,559.5223989,74753.85714,3,4,2126,https://example.com/property/668
669,Sale,Villa,Gikambura,-1.2458185,36.61957127,7652124,USD,7652124,74581.24187,114,61,654.2214199,67123.89474,1,4,5379,https://example.com/property/669
670,Sale,Studio,Ngara,-1.229329079,36.75615017,4362516,USD,4362516,41279.53234,126,39,327.615336,34623.14286,4,5,9708,https://example.com/property/670
671,Sale,Villa,Lavington,-1.236793316,36.88678605,22152316,KES,22152316,221090.0032,50,37,4421.800065,443046.32,4,4,9052,https://example.com/property/671
672,Rent,House,Nairobi Central,-1.207688328,36.52202019,19380660,KES,19380660,129227.6316,182,98,710.0419321,106487.1429,2,5,1611,https://example.com/property/672
673,Rent,Townhouse,Kilimani,-1.491744244,36.84666758,4718562,USD,4718562,33676.66766,129,97,261.0594392,36578,2,3,1749,https://example.com/property/673
674,Rent,Apartment,Donholm,-1.248055151,36.82411795,22033572,KES,22033572,158132.4867,64,57,2470.820104,344274.5625,3,1,2856,https://example.com/property/674
675,Rent,Townhouse,Juja,-1.274468348,36.61574005,10215409,USD,10215409,81406.56545,290,145,280.7122946,35225.54828,4,1,9591,https://example.com/property/675
676,Sale,Studio,Kasarani,-1.431391677,36.84067651,4329785,KES,4329785,37649.20625,77,33,488.9507306,56230.97403,1,2,2526,https://example.com/property/676
677,Rent,Apartment,Lavington,-1.213103972,36.9700916,10179391,KES,10179391,94636.35941,272,108,347.9277919,37424.23162,1,3,7229,https://example.com/property/677
678,Rent,Studio,Kasarani,-1.455546622,36.52339292,24076592,USD,24076592,210766.0368,72,46,2927.306066,334397.1111,1,4,9511,https://example.com/property/678
679,Rent,House,Parklands,-1.296135022,36.65982603,22538858,KES,22538858,189723.3249,289,137,656.4820929,77989.12803,3,4,9527,https://example.com/property/679
680,Rent,Apartment,Upper Hill,-1.432532935,36.71908836,24060880,USD,24060880,174587.6128,158,103,1104.984891,152284.0506,3,3,3098,https://example.com/property/680
681,Rent,Studio,Utawala,-1.370585805,36.94963018,17742351,KES,17742351,139722.1557,156,76,895.6548445,113733.0192,5,4,8865,https://example.com/property/681
682,Sale,House,Parklands,-1.284252031,36.98113072,12080961,KES,12080961,116303.7903,194,52,599.5040736,62272.99485,1,2,1173,https://example.com/property/682
683,Sale,Townhouse,Nairobi Central,-1.331002607,36.72205762,7881539,KES,7881539,78111.25574,162,47,482.1682453,48651.47531,1,5,1500,https://example.com/property/683
684,Rent,House,Juja,-1.371749451,36.87501421,24742164,KES,24742164,235378.2551,147,30,1601.21262,168314.0408,3,1,4646,https://example.com/property/684
685,Sale,Villa,Lavington,-1.402098471,36.76583051,22535782,KES,22535782,186980.245,190,64,984.1065525,118609.3789,3,3,7219,https://example.com/property/685
686,Rent,House,Kilimani,-1.248102103,36.76889147,5328033,USD,5328033,36329.23678,191,93,190.2054282,27895.46073,5,1,3363,https://example.com/property/686
687,Rent,House,Nairobi Central,-1.456855695,36.63904976,20933149,KES,20933149,158740.6484,188,88,844.3651511,111346.5372,5,5,8540,https://example.com/property/687
688,Sale,Villa,Kileleshwa,-1.370969137,36.60847812,12878917,USD,12878917,91932.31457,77,73,1193.926163,167258.6623,2,3,2896,https://example.com/property/688
689,Sale,Studio,Parklands,-1.228872728,36.64400267,18234022,KES,18234022,147860.9295,91,30,1624.845379,200373.8681,4,5,6759,https://example.com/property/689
690,Rent,Studio,Kilimani,-1.246245135,36.778164,11175576,USD,11175576,94641.4574,273,160,346.6720051,40936.17582,1,4,2778,https://example.com/property/690
691,Rent,House,Upper Hill,-1.379717471,36.51457759,10691332,KES,10691332,101416.5254,148,96,685.2467934,72238.72973,1,4,4057,https://example.com/property/691
692,Rent,Villa,Westlands,-1.271067491,36.95362447,10059903,USD,10059903,69959.23008,110,66,635.9930007,91453.66364,5,4,6190,https://example.com/property/692
693,Sale,Villa,Ngara,-1.253051751,36.57814185,8441039,USD,8441039,60657.94932,172,58,352.6624961,49075.80814,5,5,7997,https://example.com/property/693
694,Rent,Townhouse,Upper Hill,-1.233333773,36.61004434,9077234,KES,9077234,83733.7598,113,62,741.0067239,80329.50442,2,5,5747,https://example.com/property/694
695,Rent,Studio,Ruiru,-1.336648269,36.75913809,3194152,KES,3194152,25428.50886,80,65,317.8563607,39926.9,4,5,1045,https://example.com/property/695
696,Rent,Apartment,Donholm,-1.438661734,36.85505738,4928356,KES,4928356,39626.96723,130,90,304.8228248,37910.43077,2,1,8758,https://example.com/property/696
697,Sale,Studio,Westlands,-1.423407277,36.54786453,7797927,USD,7797927,59410.70506,288,270,206.2871704,27076.13542,4,5,8053,https://example.com/property/697
698,Rent,Studio,South B,-1.411291598,36.65884735,12201352,USD,12201352,82828.0923,250,43,331.3123692,48805.408,1,4,4201,https://example.com/property/698
699,Rent,Townhouse,Utawala,-1.321859256,36.9843373,22897028,KES,22897028,177512.0666,59,47,3008.679095,388085.2203,2,2,1455,https://example.com/property/699
700,Sale,Apartment,Gikambura,-1.490157113,36.63117148,14601321,KES,14601321,114961.1979,57,56,2016.863122,256163.5263,5,5,3924,https://example.com/property/700
701,Rent,Townhouse,South B,-1.309187259,36.65652507,6800760,USD,6800760,66338.42787,198,190,335.042565,34347.27273,2,2,8798,https://example.com/property/701
702,Rent,Apartment,Kileleshwa,-1.390693728,36.91824925,19504641,USD,19504641,189098.5536,254,179,744.4824946,76789.9252,2,4,1965,https://example.com/property/702
703,Sale,House,Upper Hill,-1.411427459,36.52510722,3975112,KES,3975112,36346.42678,108,77,336.5409887,36806.59259,1,5,5964,https://example.com/property/703
704,Rent,Apartment,Juja,-1.236151029,36.73230658,7033123,USD,7033123,69207.61762,227,160,304.8793728,30982.9207,5,1,2528,https://example.com/property/704
